sentence1,label,H_yb,H_yx,correct_yx,predicted_label,PVI
What are your stress relievers? What do you do to calm anxiety? DM us to be featured in our next blog post!#wellbeing #selflove,0,1.0357433996255925,0.9368437571253502,True,0,0.098899642500242
i hate random sad days. Having a heavy heart and an anxious mind is the worst,1,0.9651207911396674,0.6085931605077814,True,1,0.356527630631886
anxiety culture is trying to google the phone number that's calling you before the call ends to see whether you should pick up or not,0,1.0357433996255925,0.7240294153320799,True,0,0.3117139842935124
i get so anxious when buying christmas presents for claudia i want to tell her literally the second i buy it 😂😩,0,1.0357433996255925,0.961706906966908,True,0,0.0740364926586841
"They give me anxiety, I work with my hands all day so having nails really disables me",1,0.9651207911396674,0.8446511861454419,True,1,0.1204696049942255
anxiety mfuckin again,1,0.9651207911396674,0.7781761670615207,True,1,0.1869446240781467
@user @user Anxiety lol,0,1.0357433996255925,0.654007928774088,True,0,0.3817354708515043
Being depressed on Twitter and looking at memes makes you question life.,0,1.0357433996255925,0.8475873364195481,True,0,0.1881560632060441
@user I share your anxiety . But I have Easy and fast  workable solutions. Inbox me for more info :kamabdu23@gmail.com,0,1.0357433996255925,0.6497453295457754,True,0,0.3859980700798169
Well would you look at this wave of anxiety hitting me outta no where 😍,1,0.9651207911396674,0.7743125696512927,True,1,0.1908082214883747
"yo so I stopped smoking, now I'm not depressed. Being sober is wild",0,1.0357433996255925,1.3031742176402163,False,1,-0.2674308180146241
Turning off my phone for the day cause I'm about to become so depressed that I'm not at higher visions,0,1.0357433996255925,1.2150912311952682,False,1,-0.1793478315696759
But being Brazilian these days is equal to be depressed.Ohhh...,0,1.0357433996255925,1.1282560334473404,False,1,-0.0925126338217481
yoooo i forgot that i'm meeting @user for a second.... my anxiety is back :],1,0.9651207911396674,1.0296063567562397,False,0,-0.0644855656165722
@user sending you all the anti anxiety feels Jon &lt;3,0,1.0357433996255925,0.7881485316728685,True,0,0.2475948679527237
"@user I was still so wired, I had to take half an anti-anxiety pill (apparently this can be chemo-related). But I did sleep a bit.",1,0.9651207911396674,0.7968064565033774,True,1,0.1683143346362899
Oral quizzes in French 102 are the leading causes my anxiety,1,0.9651207911396674,0.7619580233845278,True,1,0.2031627677551396
@user my depression is cured,0,1.0357433996255925,1.1161304837488235,False,1,-0.0803870841232312
I'd say depressed,0,1.0357433996255925,1.1381683210490217,False,1,-0.1024249214234294
@user IM SORRY. MAYBE ITS JUST A WEIRD ANXIETY DAY FOR EVERYONE,1,0.9651207911396674,1.186049850690844,False,0,-0.2209290595511764
@user Depression Kills,0,1.0357433996255925,0.5239773270762293,True,0,0.5117660725493629
having an anxiety attack at 4am is p neat 😫,1,0.9651207911396674,0.7188941780029336,True,1,0.2462266131367337
I really want to know the link between anxiety and mornings!? It's always in the mornings like beech calm yo tits down!,1,0.9651207911396674,0.8698033860630864,True,1,0.095317405076581
On my way to see my car. I hope its everything I dreamed of. I'm so anxious.,0,1.0357433996255925,1.2192612086522168,False,1,-0.1835178090266245
wow my supervisor was soooooo chill about my session....... lol i legit had anxiety.,1,0.9651207911396674,0.7532757805763735,True,1,0.2118450105632939
@user You can see the guilt anxiety 20 miles away,0,1.0357433996255925,0.7063949064707169,True,0,0.3293484931548753
lmao i love depressive episodes,1,0.9651207911396674,0.6579280455663485,True,1,0.3071927455733189
"@user Take all that anxiety you have, and shove it in a fuck barrel.",0,1.0357433996255925,0.9245660620961688,True,0,0.1111773375294234
How does the song link to depression? #SBSEurovision,0,1.0357433996255925,0.8409520287450214,True,0,0.1947913708805708
I know it's a constant post. I have anxiety now. It's too much for me physically to deal with.,1,0.9651207911396674,0.7035637663428592,True,1,0.2615570247968082
crazy how outkast cured my depression,0,1.0357433996255925,1.3050275052719684,False,1,-0.2692841056463761
Depression is so real. Life full of unending troubles really makes one think of suicide. I highly resonate with this. #BattleInMyMind,1,0.9651207911396674,0.9297992756972888,True,1,0.0353215154423786
Challenge negative thinking. Let's end #depression together,0,1.0357433996255925,0.8504948973395442,True,0,0.185248502286048
Not being able to work out until March 1st is giving me anxiety 😩,1,0.9651207911396674,0.8425560684780142,True,1,0.1225647226616531
Nothing depresses me like my way by frank sinatra,0,1.0357433996255925,1.1177944008984306,False,1,-0.0820510012728383
Worst headache ever. Can't sleep. So much anxiety,1,0.9651207911396674,0.6297468154850148,True,1,0.3353739756546526
OH BOY OH BOY OH BOY!! WHAT A WONDERFUL DAY TO HAVE DEPRESSION!!end me pls and thank you,1,0.9651207911396674,1.1755992115653158,False,0,-0.2104784204256483
Bingo gives me anxiety af😭😭😂🤦🏽‍♀️,0,1.0357433996255925,1.0516101309413282,False,1,-0.0158667313157359
"I been feeling really depressed lately, can someone gift me a cold cut platter ?? 😭",1,0.9651207911396674,0.910755305316421,True,1,0.0543654858232464
i am so tired but so anxious so i can't sleep,1,0.9651207911396674,0.4902127960444774,True,1,0.47490799509519
Same rut is not depressed,0,1.0357433996255925,1.2749572886176033,False,1,-0.239213888992011
I've been a lot less depressed since I graduated high school and not sure if that's a direct correlation 🤔,0,1.0357433996255925,1.2655670771386265,False,1,-0.2298236775130342
I haven't been this anxious in a minute 😩,1,0.9651207911396674,0.7641330122234783,True,1,0.2009877789161891
i'm anxious as fuck,1,0.9651207911396674,0.4976421086045924,True,1,0.4674786825350749
anxiety. anxiety. anxiety.,1,0.9651207911396674,0.4755287068648827,True,1,0.4895920842747847
this cured my depression for 2.6 seconds,1,0.9651207911396674,0.8675153319935507,True,1,0.0976054591461167
Checked ESPN app today and saw cricket highlights.I'm depressed until NBA come back on,0,1.0357433996255925,0.5659088558414647,True,0,0.4698345437841276
@user This retrograde has really changed my perspective on my anxiety lol,1,0.9651207911396674,1.0749970852396658,False,0,-0.1098762940999983
nothing feels better than pulling yourself out of a depressive episode.,1,0.9651207911396674,0.6109926315357637,True,1,0.3541281596039037
Oof so apparently this is called anxiety,1,0.9651207911396674,0.6684618108035263,True,1,0.2966589803361411
what depression things should i draw,1,0.9651207911396674,0.7761778339388941,True,1,0.1889429572007733
@user I take benzodiazepines on a daily basis for anxiety and PTSD. Tell them all to fuck off and do what you need to do.,1,0.9651207911396674,0.7995624674691445,True,1,0.1655583236705229
Putting together this 90s party has my anxiety through the roof 😩,1,0.9651207911396674,0.9976086723890192,True,1,-0.0324878812493517
"@user Yesterday was bad for me.... super depressed feeling. Kinda pulling out of it today, I hope you're coming around soon!",1,0.9651207911396674,1.0082731678710066,False,0,-0.0431523767313392
Yeah it's called depression,0,1.0357433996255925,1.451189847946592,False,1,-0.4154464483209996
my talking to my depression,1,0.9651207911396674,0.5659922362528191,True,1,0.3991285548868483
"if you're feeling depressed, turn on some lights or open the shades. sitting in the dark will only make you feel worse.",0,1.0357433996255925,1.0366549658043047,False,1,-0.0009115661787124
"Depression doesn't show in pictures,because your friends post nice pictures doesn't mean they're doing well...Check on people🙏🏾",0,1.0357433996255925,0.7142379853831236,True,0,0.3215054142424687
@user 10- summer depression#voteBillieEilishVMA,0,1.0357433996255925,0.5265902747435645,True,0,0.5091531248820278
"jan. 2nd — 'my breakouts really bring out the, uh... depressed bitch who doesn't wash her face.'",0,1.0357433996255925,0.8866558852729564,True,0,0.1490875143526359
Shout out to the amazing man who swapped my window seat for his aisle seat because I was freaking out about my anxious bladder being trapped,0,1.0357433996255925,1.0019088938776983,False,1,0.0338345057478937
depression motivates me ina weird way,1,0.9651207911396674,0.5358567544625894,True,1,0.429264036677078
Fuck your anxiety to the hardcore level,0,1.0357433996255925,1.2033465131640235,False,1,-0.1676031135384312
god waking up having an anxiety attack in an out of body experience i literally thought i was having a heart attack,1,0.9651207911396674,0.5784056223834411,True,1,0.3867151687562263
I came to this lecture to learn and came out more mad and depressed Thanks white ppl,1,0.9651207911396674,1.0605758319977912,False,0,-0.0954550408581237
Lol can't relate because I AM the depressing one in the group,1,0.9651207911396674,0.9782744549235628,True,1,-0.0131536637838952
Literally I get so much anxiety in movie theaters now,0,1.0357433996255925,1.1855879828844698,False,1,-0.1498445832588775
SEASON SIX GAVE ME DEPRESSION,1,0.9651207911396674,1.1478524784466988,False,0,-0.1827316873070313
"That feeling when you know God is about to bless you in a major way so you are anxious, nervous, and excited.",0,1.0357433996255925,1.0795968931589277,False,1,-0.0438534935333354
"Nice guys knew this, but the fact that it's been scientifically proven is depressing😭😭",0,1.0357433996255925,0.9887816183755416,True,0,0.0469617812500507
People will pretend to anxiety and/or depression on social media for likes and that's fucking disgusting. 🙄,0,1.0357433996255925,0.889210222428542,True,0,0.1465331771970502
my therapist swears that i'm depressed but what he doesn't know is i can grab rim if i get a running start and a proper jump off,0,1.0357433996255925,1.0876742717904488,False,1,-0.0519308721648565
@user Watch  Tom &amp; Jerry  continue 2 hr 100% your depression finish 👌👍🙂🙂🤗 ager nehi tu paise wapis,0,1.0357433996255925,0.4763687739852223,True,0,0.55937462564037
"hello, depression is kicking my ass.",1,0.9651207911396674,0.6049723193748111,True,1,0.3601484717648563
@user Depression over Crooked H not get baton passed seamlessly from O'bummer and now hatred over President Trump,0,1.0357433996255925,0.5210080075842214,True,0,0.5147353920413709
So feeling a lil depressed tonight so good vibes would be appreciated 💗,1,0.9651207911396674,0.8607637444671188,True,1,0.1043570466725486
that Tom odell song another love still hitting the same we going ✈ depression,1,0.9651207911396674,0.9713782692811036,True,1,-0.006257478141436
ugh everything sucks right now #depressed,1,0.9651207911396674,0.6980818719932322,True,1,0.2670389191464352
I hope this is the last time that I have to watch Philly this season. Their offense depresses me #TORvPHI,0,1.0357433996255925,0.8517524568880575,True,0,0.1839909427375348
Lol y'all falsely romanticize depression and mental breakdowns and loneliness like that shit is a cool trend. 🚮🚮🚮,0,1.0357433996255925,1.0739413120087418,False,1,-0.0381979123831495
"stressed, depressed and sleep deprived... life is absolutely great (‘:",1,0.9651207911396674,0.7538714962822547,True,1,0.2112492948574127
depression is dampening my creativity instead of fueling it... i was lied to many times,1,0.9651207911396674,0.6125330983963592,True,1,0.3525876927433082
Being stuck in tk working almost everyday is depressing when everyone around you is traveling 🤦🏾‍♀️,0,1.0357433996255925,0.9139684404173548,True,0,0.1217749592082373
I'm really depressed today so I'm gonna do this tomorrow. Sorry,1,0.9651207911396674,0.7917162185018349,True,1,0.1734045726378325
As I was uploading today's video I got an email saying I won't be allowed to record BO4 gameplay at the event tonight I am depression,0,1.0357433996255925,0.5085170272338482,True,0,0.5272263723917441
i'm so depressed,1,0.9651207911396674,0.4564696803355929,True,1,0.5086511108040745
FUCK ANXIETY. 🖕🖕,1,0.9651207911396674,0.9320421632581406,True,1,0.0330786278815268
That Pihu trailer made my anxiety spike,1,0.9651207911396674,1.1087845959279614,False,0,-0.143663804788294
Got a very suspicious scam email and now im kinda anxious,0,1.0357433996255925,0.9314478626547532,True,0,0.1042955369708391
@user @user This is depressing me,1,0.9651207911396674,1.506871646652477,False,0,-0.5417508555128095
// Feeling down about stuffs.Anxiety probably.,1,0.9651207911396674,0.6700635466875657,True,1,0.2950572444521017
having anxiety is like being sad for no reasons seconds after u feel happy.,1,0.9651207911396674,0.7199181212389422,True,1,0.2452026699007252
anxiety consumes you.,1,0.9651207911396674,0.6125144289683064,True,1,0.352606362171361
@user Damn that shit depressing,0,1.0357433996255925,0.5308341811768241,True,0,0.5049092184487681
guess which bitch has major anxiety but made plans to pick someone up from LAX as a power move???? also!!! me!!!!!,1,0.9651207911396674,1.097919444767696,False,0,-0.1327986536280284
No one:My friend: your social anxiety is so bad,1,0.9651207911396674,0.8235775478323698,True,1,0.1415432433072976
im depressed and want someone to talk to me but im also too depressed to answer messages :(,1,0.9651207911396674,0.7540327544181167,True,1,0.2110880367215507
gonna do some depressed asos shopping instead of cleaning my shit state room,1,0.9651207911396674,0.9900577951482252,True,1,-0.0249370040085576
Why does anxiety have the power to destroy every other emotion you want to feel,1,0.9651207911396674,0.6918384798970729,True,1,0.2732823112425945
ugh anxiety hits me rn 😭,1,0.9651207911396674,0.7468233610406454,True,1,0.218297430099022
American politics is depressing.,0,1.0357433996255925,1.0860572187135529,False,1,-0.0503138190879604
@user i'm having an anxiety attack just thinking about it 😂,0,1.0357433996255925,1.3103400036639528,False,1,-0.2745966040383605
im so fucking anxious *starts cleaning with a broom* IM SO FUCKING ANXIOUS *saihara-kun comes in* GET THE FUCK OUT,1,0.9651207911396674,1.0478920711810051,False,0,-0.0827712800413377
"Aside from my depression &amp; grief, I had a pretty cool birthday 🤷🏾‍♀️",1,0.9651207911396674,0.8698703299966762,True,1,0.0952504611429911
Anxiety has peaked tonight,1,0.9651207911396674,0.6299885945213803,True,1,0.3351321966182871
i hate it when people use the term 'nagdedepress-depressan'... can u pls explain to me why i would want to pretend to be unhappy????? 😐🙃,1,0.9651207911396674,1.0171001391806278,False,0,-0.0519793480409603
Long ass dream about very real inevitability. #Depressing #BootInAss #FML,0,1.0357433996255925,0.7610040712982241,True,0,0.2747393283273681
"Maybe I'm exhausted, maybe I might be actually depressed. I guess we'll have to see tomorrow morning",0,1.0357433996255925,1.1930270282589004,False,1,-0.1572836286333081
You obviously don't know anything about social anxiety,1,0.9651207911396674,0.8336949938935261,True,1,0.1314257972461413
"im going to check the nurse room again. I feel so much pain in my chest, this anxiety needs to leave.",1,0.9651207911396674,0.4951476814965204,True,1,0.469973109643147
i feel so depressed bc of these last two days i dont know how to even be happy anymore :/,1,0.9651207911396674,0.6644368168215935,True,1,0.3006839743180739
@user dont worry about it we all have anxiety you'll get it eventually,1,0.9651207911396674,1.2171628179930047,False,0,-0.2520420268533373
@user Just took me 132.8 minutes to circle Earth. I really did use to love doing this without anxiety.,1,0.9651207911396674,1.2345740721757257,False,0,-0.2694532810360582
"My anxiety levels have been one million lately, and I just want to know why",1,0.9651207911396674,0.5621640015919758,True,1,0.4029567895476916
mf ain't gone be happy til i'm somewhere dead die to stress &amp; depression .,1,0.9651207911396674,0.7569528737830111,True,1,0.2081679173566563
can i stop being a depressed little bitch it's annoying,1,0.9651207911396674,0.6860307484190273,True,1,0.2790900427206401
S/o depression naps,1,0.9651207911396674,1.0124216263716883,False,0,-0.0473008352320211
"SKDJDJ ILL REPLACE MY POST II DEPRESSION W PRE II HYPE FOR SG, HK N MUMBAI",0,1.0357433996255925,0.6588434867660353,True,0,0.3768999128595569
"sunshine, good music + the windows down = goodbye seasonal depression, you won't be missed🌞🌞🚗🎵",1,0.9651207911396674,1.0871554227708276,False,0,-0.1220346316311601
"@user @user @user This cured my depression, thanks boss",1,0.9651207911396674,1.3947731397310326,False,0,-0.4296523485913651
New uniforms and now apparently a whole new roster. #Indians #Depressing,0,1.0357433996255925,0.7013780165775196,True,0,0.3343653830480726
"depression is hella real no if ands or buts about it, its unfair to have someone else trying to fix it tho",1,0.9651207911396674,0.8456854378095753,True,1,0.1194353533300921
"I have so much dread and anxiety, I'm impressed I haven't vomited. This has been a PSA.",1,0.9651207911396674,0.8919374279561866,True,1,0.0731833631834808
Depressive episodes in at 12 am when ur parents r fighting is fun,1,0.9651207911396674,0.9811522477073076,True,1,-0.0160314565676402
"I'm Danny Dyer, and I'm about to meet Britain's most depressed air stewards",0,1.0357433996255925,0.8557329242651277,True,0,0.1800104753604645
But the depression and anxiety stay the same,1,0.9651207911396674,0.5692668477941197,True,1,0.3958539433455477
i drank half an iced coffee and I went home and have been in bed for two hours because I'm too anxious to do anything,1,0.9651207911396674,0.7409898054074131,True,1,0.2241309857322543
My anxiety does not exist at theme parks,1,0.9651207911396674,0.9216722783076328,True,1,0.0434485128320347
They all suffer from depression.,0,1.0357433996255925,1.4170369786493953,False,1,-0.381293579023803
its 7p on a weds night and im anxious about hippo habitat loss in central Africafuckkkkk,0,1.0357433996255925,0.8354204791486063,True,0,0.2003229204769859
I'm depressed af my heart is crying goodnight everyone and goodnight to taylor,1,0.9651207911396674,0.7817068297054246,True,1,0.1834139614342428
"The more homework that a child receives, the more likely that child is to suffer from depression.",0,1.0357433996255925,1.116720836707326,False,1,-0.0809774370817337
Change up your ring and alarm tones to remove the anxiety and hatred of them that builds up over time.,0,1.0357433996255925,0.9035568368171616,True,0,0.1321865628084306
I cannot stand flies. They give me anxiety they need to be extradited right off this planet. N there's only always one lingering. FUCCCKKKKK,0,1.0357433996255925,0.8682722240723775,True,0,0.1674711755532147
When your Aquarius friend is depressed:,0,1.0357433996255925,0.7617487821516715,True,0,0.2739946174739207
that I was on the 'devine diet or depressed' asdfghjkl 😂,0,1.0357433996255925,0.8630664455210992,True,0,0.172676954104493
finally scotty sire has a reason to not be depressed,0,1.0357433996255925,1.125396804385819,False,1,-0.0896534047602266
just depression-eating @user thanks,1,0.9651207911396674,1.120742834209235,False,0,-0.1556220430695675
I'm gonna be disconnected from the results of game five while heading home and oh god the anxiety 🥺,0,1.0357433996255925,0.8597386047552816,True,0,0.1760047948703106
"If @user hasn't made a cover of 'The Best' by Bonnie Tyler/Tina Turner, as 'I'm simply depressed', someone should!",1,0.9651207911396674,1.6089649254711669,False,0,-0.6438441343314992
"I'm officially depressed, I forgot my headphones at home",0,1.0357433996255925,1.005583631003487,False,1,0.0301597686221053
"fuck your zodiac sign, what anti-depressant are you on?",0,1.0357433996255925,1.1152346491182683,False,1,-0.0794912494926762
im so happy and depressed at the same time,1,0.9651207911396674,0.5259625027890549,True,1,0.4391582883506125
Trust me i used to think hanging out with friends is better in handling my anxiety and stress but now i find more peace in being alone,1,0.9651207911396674,0.6534847789606468,True,1,0.3116360121790206
That's a lot to clean up... I'm getting anxiety already,1,0.9651207911396674,0.8155221702583142,True,1,0.1495986208813532
@user Overthinking Nostalgia DepressionFrustration,0,1.0357433996255925,0.6623898024445887,True,0,0.3733535971810036
I sleep probably way more than the average person lol depression is a bitch,1,0.9651207911396674,0.6419879270667372,True,1,0.3231328640729302
@user i do that with my antidepressants 😬,1,0.9651207911396674,0.8249504667423553,True,1,0.1401703243973121
I love that one of my supervisors let's me text her when I need switch shifts. Helps ease my anxiety lol.,1,0.9651207911396674,0.8747747921309139,True,1,0.0903459990087535
Is he stressed? depressed? up to the point wherein 'drugs' is the only way for him to escape reality?#SueDispatch,0,1.0357433996255925,0.966655813306163,True,0,0.0690875863194292
Should I continue to grow the depression beard,1,0.9651207911396674,0.8142032473145064,True,1,0.1509175438251609
@user @user That's just depressing,0,1.0357433996255925,0.5660977734846719,True,0,0.4696456261409203
today is a depressing day,1,0.9651207911396674,0.9383781378066848,True,1,0.0267426533329827
Procrastination and depression don't mix. I promise you that. 😰,1,0.9651207911396674,0.9463446875954148,True,1,0.0187761035442525
@user Hmm...a clear case of depression...,0,1.0357433996255925,1.1675809451614312,False,1,-0.1318375455358389
"@user I'm struggling with anxiety, loneliness, depression. Finding myself struggling to have that intimacy with God.",1,0.9651207911396674,0.7527973854301429,True,1,0.2123234057095245
so tired of being depressed this shits making me laugh now,1,0.9651207911396674,0.5890958277077643,True,1,0.3760249634319031
Sure! I also remember being anxious about being asked about the criminal am nerve of Grassi!,0,1.0357433996255925,0.8926893638908461,True,0,0.1430540357347461
wow first day of daylight saving and my seasonal depression has already kicked in :))),1,0.9651207911396674,0.9944633372867976,True,1,-0.0293425461471301
"and my anxiety is breaking me, it kills mei'm living in a world so fake, I lost touch of the real me",1,0.9651207911396674,0.5671247775027732,True,1,0.3979960136368942
I don't know which one is keeping me up at this point ... my depression or my anxiety 😩,1,0.9651207911396674,0.5916334566802459,True,1,0.3734873344594215
Stoned and depressed a very scary place to be,1,0.9651207911396674,0.6640225489207635,True,1,0.3010982422189039
• Don't focus on the end result and how you think you'll do. This can increase your anxiety and make you want to avoid it even more,0,1.0357433996255925,1.0304890210824165,False,1,0.0052543785431757
@user at least u make it look less depressing,0,1.0357433996255925,0.567450453746279,True,0,0.4682929458793132
@user 23% of depression doesn't come out of space dave,0,1.0357433996255925,0.838871654605527,True,0,0.1968717450200652
@user 'you better not. I spent too long getting him out of a whole of depression just for the same thing to happen all over again.',0,1.0357433996255925,1.1838997364757935,False,1,-0.1481563368502012
@user Yessss . I've been depressed recently and it would nice 💗,1,0.9651207911396674,1.045514787688136,False,0,-0.0803939965484686
Update: anxiously sitting in my car kinda want to sleep,1,0.9651207911396674,0.7932546380330212,True,1,0.1718661531066462
@user Eeps. Yeah. Plus I have all kinds of anxiety about Drs AND driving so it's been an awesome day.,0,1.0357433996255925,0.8707904166020234,True,0,0.1649529830235688
"I deal with Anxiety, but you're not gonna see me walking around with a sweatshirt showcasing and praises my issues...",1,0.9651207911396674,1.0841259081271233,False,0,-0.1190051169874558
does anyone else get an extreme anxiety spike when they hear the siren from the silent hill movie?,0,1.0357433996255925,0.916149022443774,True,0,0.1195943771818182
ok welp it's anxiety hours.,1,0.9651207911396674,0.9575342083282647,True,1,0.0075865828114025
"@user @user You sound pretty anxious!Let the House Work, baby! 😂🤣😂",0,1.0357433996255925,0.5593858980303279,True,0,0.4763575015952643
"I knew that Quinn could be idealistic, but I was surprised that he seemed so anxious today while we were at the party.",0,1.0357433996255925,0.946100460691778,True,0,0.0896429389338143
Does anyone get like random burst of anxiety cause their brain tell them their bf doesn't like them anymore?Just me? Cool,1,0.9651207911396674,0.9097119654972564,True,1,0.055408825642411
"anxiety sucks, for real",1,0.9651207911396674,0.6933338755333059,True,1,0.2717869156063615
@user same they bully me and i blame them for having depression now and being socially awkward,1,0.9651207911396674,0.9159184526811088,True,1,0.0492023384585587
@user So anxious ab thissss,0,1.0357433996255925,0.5936766408995745,True,0,0.4420667587260177
@user @user You're to young to know what depression is.,1,0.9651207911396674,1.1556806956079364,False,0,-0.1905599044682689
Gonns play overdepressed,0,1.0357433996255925,0.7283316672482008,True,0,0.3074117323773915
The post good ass weekend depression is real af,1,0.9651207911396674,0.8908441411759925,True,1,0.0742766499636748
Anxiety is no joke dude... you literally can't do shit about it,1,0.9651207911396674,0.6769937704611595,True,1,0.2881270206785079
@user You depressed?,0,1.0357433996255925,0.6841447870668262,True,0,0.351598612558766
@user anxious to hear,0,1.0357433996255925,0.5617091589057888,True,0,0.4740342407198035
Hate waking up to an anxiety attack,1,0.9651207911396674,0.7317061601481335,True,1,0.2334146309915339
My pet fishes seem to have separation anxiety from my dad and his loud jamaican voice. Everytime he goes on vacation atleast one of them die,0,1.0357433996255925,0.881662294331757,True,0,0.1540811052938352
@user NO THAT WAS ME I WAS JUST BEING DUMB AND ANXIOUS IT WONT BE THAT BAD IM SORRY SJGJSJF,0,1.0357433996255925,0.781911888864365,True,0,0.2538315107612272
I hate having anxiety,1,0.9651207911396674,0.4760277367349059,True,1,0.4890930544047615
Look I'm already depressed there is nO NEED for this. NONE.,1,0.9651207911396674,0.867473442246687,True,1,0.0976473488929804
me: trying to say but just tweeting is making me kind of anxious dsKJSDFH...,0,1.0357433996255925,0.8836181200301819,True,0,0.1521252795954103
Anxiety and coffee does not mix well together 😣😣,1,0.9651207911396674,0.6929897694537384,True,1,0.272131021685929
Vibrating with great anxietyMy insides throb at your touchI need to have you like thisFilling Me closely,1,0.9651207911396674,0.8366047619893605,True,1,0.1285160291503069
i call dibs on the stone that absolves my ever-increasing crippling anxiety,1,0.9651207911396674,0.8177966221398887,True,1,0.1473241689997787
@user @user Practically every synagogue near me has a security detail. It's so depressing,0,1.0357433996255925,0.6472473221119874,True,0,0.3884960775136048
mad how the whole of the uk were pure buzzing in the sun now we're all depressed again lol,0,1.0357433996255925,1.1369230013363658,False,1,-0.1011796017107735
ok so I'm gonna try to promise myself that i won't get bored and depressed an end the year at least satisfied with what I've done.,0,1.0357433996255925,1.1258275983018091,False,1,-0.0900841986762168
depression is not something that will magically go away by 'moving on'. u need to get educated,1,0.9651207911396674,0.695373780366591,True,1,0.2697470107730764
28 hours since sleep and I'm feeling very very very very very very anxious,1,0.9651207911396674,0.7000161870459825,True,1,0.2651046040936849
F this. I'm about to have an anxiety attack.,1,0.9651207911396674,0.6073800505115893,True,1,0.3577407406280781
My anxiety is doing crazy things today.,1,0.9651207911396674,0.5743262827382576,True,1,0.3907945084014098
Anxiety attacks are no joke..,1,0.9651207911396674,0.6010114703865599,True,1,0.3641093207531075
Taking practice tests for my boards gives me SO much anxiety.,1,0.9651207911396674,0.7241281361803094,True,1,0.240992654959358
Life is depressing but at least there's hentai and coffee.,0,1.0357433996255925,1.067727116602363,False,1,-0.0319837169767707
anxiety attack fucks,1,0.9651207911396674,0.6101527236127049,True,1,0.3549680675269625
"@user @user This country is a mess, read my most recent tweets, its so depressing at how down hill it's gone xx",0,1.0357433996255925,0.7069937501546255,True,0,0.3287496494709667
